"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	"Multiple Cause of death"	"Multiple Cause of death Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2008"	"2008"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	18	18527305	Unreliable
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	66	18652644	0.354
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	437	18652644	2.343
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	257	18652644	1.378
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	69	18652644	0.370
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	19	18652644	Unreliable
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	24	18652644	0.129
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	417	18652644	2.236
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	176	18652644	0.944
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	58	18652644	0.311
	"Florida"	"12"	"2009"	"2009"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	39	18652644	0.209
	"Florida"	"12"	"2009"	"2009"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	49	18652644	0.263
	"Florida"	"12"	"2009"	"2009"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Methadone"	"T40.3"	11	18652644	Unreliable
	"Florida"	"12"	"2009"	"2009"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other synthetic narcotics"	"T40.4"	13	18652644	Unreliable
	"Florida"	"12"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	67	18652644	0.359
	"Florida"	"12"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Methadone"	"T40.3"	11	18652644	Unreliable
	"Florida"	"12"	"2009"	"2009"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	21	18652644	0.113
	"Florida"	"12"	"2009"	"2009"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	13	18652644	Unreliable
	"Florida"	"12"	"2009"	"2009"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	21	18652644	0.113
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	34	18801310	0.181
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	483	18801310	2.569
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	215	18801310	1.144
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	62	18801310	0.330
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	15	18801310	Unreliable
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	17	18801310	Unreliable
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	530	18801310	2.819
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	195	18801310	1.037
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	54	18801310	0.287
	"Florida"	"12"	"2010"	"2010"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	27	18801310	0.144
	"Florida"	"12"	"2010"	"2010"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	45	18801310	0.239
	"Florida"	"12"	"2010"	"2010"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other synthetic narcotics"	"T40.4"	11	18801310	Unreliable
	"Florida"	"12"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	84	18801310	0.447
	"Florida"	"12"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Methadone"	"T40.3"	10	18801310	Unreliable
	"Florida"	"12"	"2010"	"2010"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	16	18801310	Unreliable
	"Florida"	"12"	"2010"	"2010"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	13	18801310	Unreliable
	"Florida"	"12"	"2010"	"2010"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	11	18801310	Unreliable
	"Florida"	"12"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	52	19057542	0.273
	"Florida"	"12"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	410	19057542	2.151
	"Florida"	"12"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	195	19057542	1.023
	"Florida"	"12"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	59	19057542	0.310
	"Florida"	"12"	"2011"	"2011"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	18	19057542	Unreliable
	"Florida"	"12"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	517	19057542	2.713
	"Florida"	"12"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	228	19057542	1.196
	"Florida"	"12"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	49	19057542	0.257
	"Florida"	"12"	"2011"	"2011"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	22	19057542	0.115
	"Florida"	"12"	"2011"	"2011"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	38	19057542	0.199
	"Florida"	"12"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	77	19057542	0.404
	"Florida"	"12"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Methadone"	"T40.3"	14	19057542	Unreliable
	"Florida"	"12"	"2011"	"2011"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	19	19057542	Unreliable
	"Florida"	"12"	"2011"	"2011"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	13	19057542	Unreliable
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	79	19317568	0.409
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	349	19317568	1.807
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	167	19317568	0.864
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	76	19317568	0.393
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	17	19317568	Unreliable
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	20	19317568	0.104
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	369	19317568	1.910
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	150	19317568	0.776
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	54	19317568	0.280
	"Florida"	"12"	"2012"	"2012"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	10	19317568	Unreliable
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	45	19317568	0.233
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other synthetic narcotics"	"T40.4"	12	19317568	Unreliable
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	61	19317568	0.316
	"Florida"	"12"	"2012"	"2012"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	10	19317568	Unreliable
	"Florida"	"12"	"2012"	"2012"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	13	19317568	Unreliable
	"Florida"	"12"	"2012"	"2012"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Other opioids"	"T40.2"	11	19317568	Unreliable
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	136	19552860	0.696
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	315	19552860	1.611
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	134	19552860	0.685
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	99	19552860	0.506
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	12	19552860	Unreliable
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	41	19552860	0.210
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	309	19552860	1.580
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	115	19552860	0.588
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	70	19552860	0.358
	"Florida"	"12"	"2013"	"2013"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	13	19552860	Unreliable
	"Florida"	"12"	"2013"	"2013"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	38	19552860	0.194
	"Florida"	"12"	"2013"	"2013"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other synthetic narcotics"	"T40.4"	11	19552860	Unreliable
	"Florida"	"12"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	70	19552860	0.358
	"Florida"	"12"	"2013"	"2013"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	17	19552860	Unreliable
	"Florida"	"12"	"2013"	"2013"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Other opioids"	"T40.2"	14	19552860	Unreliable
	"Florida"	"12"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Heroin"	"T40.1"	266	19893297	1.337
	"Florida"	"12"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	311	19893297	1.563
	"Florida"	"12"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	120	19893297	0.603
	"Florida"	"12"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	204	19893297	1.025
	"Florida"	"12"	"2014"	"2014"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	12	19893297	Unreliable
	"Florida"	"12"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Heroin"	"T40.1"	75	19893297	0.377
	"Florida"	"12"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	272	19893297	1.367
	"Florida"	"12"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	93	19893297	0.467
	"Florida"	"12"	"2014"	"2014"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	95	19893297	0.478
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	36	19893297	0.181
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other synthetic narcotics"	"T40.4"	22	19893297	0.111
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other opioids"	"T40.2"	74	19893297	0.372
	"Florida"	"12"	"2014"	"2014"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Other synthetic narcotics"	"T40.4"	19	19893297	Unreliable
	"Georgia"	"13"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	13	8045965	Unreliable
	"Georgia"	"13"	"1999"	"1999"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	27	8045965	0.336
	"Georgia"	"13"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	31	8186453	0.379
	"Georgia"	"13"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	10	8186453	Unreliable
	"Georgia"	"13"	"2000"	"2000"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	27	8186453	0.330
	"Georgia"	"13"	"2000"	"2000"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	17	8186453	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	51	8377038	0.609
	"Georgia"	"13"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	18	8377038	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	11	8377038	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	24	8377038	0.286
	"Georgia"	"13"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	27	8377038	0.322
	"Georgia"	"13"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	17	8377038	Unreliable
	"Georgia"	"13"	"2001"	"2001"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	11	8377038	Unreliable
	"Georgia"	"13"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	57	8508256	0.670
	"Georgia"	"13"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	36	8508256	0.423
	"Georgia"	"13"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	21	8508256	0.247
	"Georgia"	"13"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	36	8508256	0.423
	"Georgia"	"13"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	26	8508256	0.306
	"Georgia"	"13"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	10	8508256	Unreliable
	"Georgia"	"13"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other and unspecified narcotics"	"T40.6"	10	8508256	Unreliable
	"Georgia"	"13"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	52	8622793	0.603
	"Georgia"	"13"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	53	8622793	0.615
	"Georgia"	"13"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	23	8622793	0.267
	"Georgia"	"13"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	38	8622793	0.441
	"Georgia"	"13"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	28	8622793	0.325
	"Georgia"	"13"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	11	8622793	Unreliable
	"Georgia"	"13"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	60	8769252	0.684
	"Georgia"	"13"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	63	8769252	0.718
	"Georgia"	"13"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	22	8769252	0.251
	"Georgia"	"13"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	27	8769252	0.308
	"Georgia"	"13"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	28	8769252	0.319
	"Georgia"	"13"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	27	8769252	0.308
	"Georgia"	"13"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	59	8925922	0.661
	"Georgia"	"13"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	81	8925922	0.907
	"Georgia"	"13"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	29	8925922	0.325
	"Georgia"	"13"	"2005"	"2005"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	23	8925922	0.258
	"Georgia"	"13"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	46	8925922	0.515
	"Georgia"	"13"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	36	8925922	0.403
	"Georgia"	"13"	"2005"	"2005"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	14	8925922	Unreliable
	"Georgia"	"13"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	61	9155813	0.666
	"Georgia"	"13"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	80	9155813	0.874
	"Georgia"	"13"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	32	9155813	0.350
	"Georgia"	"13"	"2006"	"2006"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	15	9155813	Unreliable
	"Georgia"	"13"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other opioids"	"T40.2"	49	9155813	0.535
	"Georgia"	"13"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Methadone"	"T40.3"	51	9155813	0.557
	"Georgia"	"13"	"2006"	"2006"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Other synthetic narcotics"	"T40.4"	21	9155813	0.229
	"Georgia"	"13"	"2006"	"2006"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Other opioids"	"T40.2"	10	9155813	Unreliable
	"Georgia"	"13"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other opioids"	"T40.2"	89	9349988	0.952
	"Georgia"	"13"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Methadone"	"T40.3"	125	9349988	1.337
	"Georgia"	"13"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other synthetic narcotics"	"T40.4"	42	9349988	0.449
	"Georgia"	"13"	"2007"	"2007"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Other and unspecified narcotics"	"T40.6"	32	9349988	0.342
